,Terms,Freq,POS
30358,ferus,1,NN
30359,valour,1,NN
30360,nashville,1,NN
30361,homeless,1,NN
30362,limeedged,1,VBD
30363,rizzis,1,JJ
30364,fusil,1,JJ
30365,boullion,1,NN
30366,mazières,1,NNS
30367,nimblebodied,1,VBD
30368,cranberryblack,1,NN
30369,acidityit,1,NN
30370,millennium,1,NN
30371,cul,1,NN
30372,feathertextured,1,VBD
30373,deceiver,1,RB
30374,semiweedy,1,JJ
30375,cipher,1,NN
30376,simpleatbest,1,JJS
30377,longish,1,JJ
30378,overroasted,1,VBN
30379,evaluation,1,NN
30380,apricotwhite,1,NN
30381,unmuddled,1,VBD
30382,alsaceburgundy,1,RB
30383,candid,1,JJ
30384,divert,1,NN
30385,oilydiesely,1,RB
30386,throatburning,1,VBG
30387,smokeinflected,1,VBN
30388,torodrink,1,NN
30389,stollers,1,NNS
30390,mediumheavy,1,VBP
30391,kayak,1,NN
30392,kerry,1,NN
30393,forbesmacphail,1,VBP
30394,kressman,1,NN
30395,specify,1,NN
30396,zeta,1,NN
30397,zorrostyle,1,NN
30398,dustlike,1,NN
30399,tropicalflavored,1,VBD
30400,farmlike,1,IN
30401,hardtodecipher,1,NN
30402,westhofener,1,NN
30403,steelandlime,1,JJ
30404,roblesstyle,1,NN
30405,most,1,JJS
30406,aa,1,JJ
30407,privat,1,NN
30408,mirgin,1,NN
30409,claybased,1,VBD
30410,pirie,1,JJ
30411,forty,1,NN
30412,mouthlocking,1,VBG
30413,toastyoaky,1,JJ
30414,mediumtofullsized,1,VBN
30415,crognolo,1,NN
30416,spätlesen,1,NN
30417,mönchhofs,1,NN
30418,truetotheterroir,1,JJ
30419,motivational,1,JJ
30420,stretchy,1,NN
30421,strangetasting,1,VBG
30422,massenez,1,NN
30423,nougatymarscapone,1,NN
30424,regionalbased,1,VBD
30425,politically,1,RB
30426,wld,1,JJ
30427,fainter,1,NN
30428,andvanilla,1,NN
30429,nosulfitesadded,1,VBD
30430,carlou,1,NN
30431,dustyplum,1,NN
30432,losecharacter,1,NN
30433,partyfriendly,1,RB
30434,corkscrew,1,VBD
30435,rougharoundtheedges,1,NNS
30436,peachandpearflavored,1,VBN
30437,wheatflour,1,VBP
30438,acorny,1,NN
30439,oversulfured,1,VBD
30440,wring,1,VBG
30441,custardylemony,1,NN
30442,mildbodied,1,VBD
30443,itscore,1,RB
30444,malmsey,1,JJ
30445,nicoise,1,NN
30446,flamme,1,NN
30447,montsarra,1,NN
30448,realdeal,1,NN
30449,meatfriendly,1,RB
30450,kaldeidscope,1,VBD
30451,fullyfledged,1,VBN
30452,grapecandycharacter,1,RBR
30453,constable,1,JJ
30454,barbet,1,NN
30455,cento,1,NN
30456,cuttlefish,1,NN
30457,softskinned,1,VBD
30458,moleche,1,NN
30459,spider,1,NN
30460,forearm,1,NN
30461,nextdoor,1,NN
30462,tippler,1,NN
30463,aunt,1,NN
30464,backpacker,1,NN
30465,espoãos,1,VBZ
30466,virility,1,NN
30467,reichsgraf,1,NN
30468,pentratingly,1,RB
30469,thrall,1,JJ
30470,lit,1,NN
30471,vanillapiecrust,1,NN
30472,bakedblueberry,1,NN
30473,stiffenough,1,NN
30474,blackcurrrant,1,NN
30475,notgood,1,NN
30476,dairypowered,1,VBD
30477,duckhornrelated,1,JJ
30478,orangescitrus,1,NN
30479,lessthanpromising,1,VBG
30480,rosat,1,JJ
30481,devrlops,1,NNS
30482,midsip,1,VBP
30483,enfant,1,JJ
30484,cecilia,1,NN
30485,signorio,1,NN
30486,nadir,1,JJ
30487,terlatos,1,NN
30488,lottery,1,NN
30489,ponderas,1,NN
30490,sericus,1,NN
30491,cottanera,1,NN
30492,riverbed,1,VBD
30493,neuma,1,JJ
30494,ridicule,1,NN
30495,everso,1,NN
30496,impressives,1,NNS
30497,misidentified,1,VBD
30498,syrahproper,1,JJ
30499,lafonrochet,1,NN
30500,guesstimate,1,NN
30501,wellrested,1,VBD
30502,eedy,1,JJ
30503,redsumac,1,NN
30504,aubaine,1,JJ
30505,bestbangforyourbuck,1,NN
30506,induce,1,VB
30507,grégory,1,JJ
30508,longa,1,NN
30509,notripeenoughforprimetime,1,NN
30510,catshaped,1,VBD
30511,mildsmelling,1,VBG
30512,driedlilac,1,NN
30513,regionalstyle,1,JJ
30514,orphelin,1,NN
30515,headscratcher,1,PRP$
30516,châteauneufduwa,1,NN
30517,broadlybuilt,1,NN
30518,dunkelfelder,1,NN
30519,vinoussmelling,1,VBG
30520,lingenfelders,1,NNS
30521,hare,1,VBP
30522,herea,1,JJ
30523,enjoyablewine,1,NN
30524,dolinas,1,NNS
30525,drizzed,1,VBD
30526,ciegas,1,NN
30527,outshines,1,NNS
30528,accrue,1,VBP
30529,sirocco,1,NN
30530,grenachecinsault,1,NN
30531,radishyou,1,VBP
30532,gravitational,1,JJ
30533,piccata,1,NN
30534,edelgrund,1,NN
30535,ohsotasty,1,IN
30536,gradil,1,NN
30537,chocolatesauce,1,NN
30538,pancas,1,NN
30539,honeydusted,1,VBD
30540,coupelle,1,JJ
30541,proficient,1,NN
30542,burggarten,1,NN
30543,falkenstein,1,JJ
30544,southernrhônestyle,1,JJ
30545,markup,1,NN
30546,steadfastly,1,RB
30547,centerweight,1,VBD
30548,countryoforigin,1,NN
30549,braai,1,NN
30550,stewedplum,1,NN
30551,nocturne,1,JJ
30552,threegenerations,1,NNS
30553,hazane,1,VBP
30554,herbalforest,1,JJS
30555,stornetta,1,NN
30556,galilee,1,NN
30557,enthuse,1,NN
30558,fullflavoured,1,VBD
30559,whitepepperscented,1,JJ
30560,outstandingquality,1,NN
30561,repassed,1,VBN
30562,smokesaturated,1,VBN
30563,salcheto,1,JJ
30564,nadine,1,JJ
30565,worley,1,NN
30566,smokedvanilla,1,NN
30567,educate,1,NN
30568,giorgia,1,NN
30569,francesque,1,NN
30570,rosamati,1,NN
30571,yalda,1,NN
30572,chocolatestrawberry,1,VBP
30573,orderly,1,RB
30574,waxtopped,1,VBN
30575,meeting,1,NN
30576,alighieri,1,JJ
30577,masi,1,NN
30578,forsellina,1,NN
30579,balsamicinfused,1,VBD
30580,sourlime,1,JJ
30581,crescent,1,NN
30582,downer,1,NN
30583,bramblepatch,1,NN
30584,pétnat,1,NN
30585,charmot,1,NN
30586,instantlydrinkable,1,JJ
30587,lightlychocolaty,1,NN
30588,buschetta,1,NN
30589,callaways,1,NNS
30590,beaujolaisweight,1,VBD
30591,niña,1,RB
30592,appraochable,1,JJ
30593,cabjolais,1,NN
30594,herbaceousvegetal,1,NN
30595,earthtinged,1,VBD
30596,spicyfloral,1,JJ
30597,partygoer,1,NN
30598,apertif,1,NN
30599,pearpineapple,1,NN
30600,disseminate,1,NN
30601,pinotnoir,1,NN
30602,loll,1,NN
30603,highertier,1,NN
30604,buccis,1,NN
30605,melograno,1,NN
30606,venetobased,1,VBD
30607,chocolatysweet,1,NN
30608,russizs,1,NN
30609,biancalebased,1,VBD
30610,almondbrittle,1,RB
30611,balsamicsoaked,1,JJ
30612,acidtanninalcohol,1,NN
30613,tootsie,1,NN
30614,mello,1,NN
30615,icarus,1,NN
30616,myth,1,NN
30617,icaria,1,NN
30618,saltysweet,1,NN
30619,bourseau,1,NN
30620,wreck,1,NN
30621,drinkupquickly,1,JJ
30622,destroy,1,NN
30623,palatefreshener,1,NN
30624,pickup,1,NN
30625,jolts,1,NNS
30626,impertinence,1,NN
30627,costasera,1,NN
30628,guentota,1,NN
30629,kr,1,NN
30630,distill,1,NN
30631,fruitsugaracid,1,VBZ
30632,clairvaux,1,JJ
30633,preserves,1,NNS
30634,olallieberies,1,NNS
30635,ewarts,1,VBP
30636,purify,1,NN
30637,seasaltcrusted,1,VBN
30638,cherrycranberrypomegranate,1,NN
30639,ogereau,1,NN
30640,yves,1,VBZ
30641,guégniard,1,RB
30642,papin,1,JJ
30643,pepperspicy,1,NN
30644,industrialquality,1,NN
30645,floppy,1,JJ
30646,colliolike,1,NN
30647,valebased,1,VBD
30648,lightstraw,1,NNS
30649,viurabased,1,VBN
30650,semiroasted,1,VBD
30651,accompained,1,JJ
30652,darkedged,1,JJ
30653,benevolent,1,NN
30654,pepperd,1,NN
30655,wichman,1,NN
30656,sénéjac,1,VBD
30657,lemoncake,1,JJ
30658,superastringent,1,JJ
30659,aprèsski,1,NN
30660,piperhedsieck,1,NN
30661,eighty,1,NN
30662,nicelythreaded,1,VBD
30663,topicality,1,NN
30664,sparerib,1,NN
30665,kupe,1,NN
30666,kupay,1,NN
30667,closeplanted,1,VBD
30668,softgrained,1,JJ
30669,peaceful,1,JJ
30670,cranberrry,1,NN
30671,jeanmaurice,1,NN
30672,raffault,1,NN
30673,papayahoney,1,NN
30674,coulydutheil,1,NN
30675,alreadylively,1,RB
30676,balanes,1,VBZ
30677,stewedsmelling,1,VBG
30678,modishly,1,RB
30679,dichotomous,1,JJ
30680,munch,1,NN
30681,hyperperfumed,1,VBD
30682,latah,1,JJ
30683,solaz,1,NN
30684,domäne,1,NN
30685,colaroot,1,NN
30686,trinchero,1,NN
30687,sparkling,1,VBG
30688,volcanically,1,RB
30689,hasa,1,JJ
30690,caprai,1,NN
30691,proteinous,1,JJ
30692,chocolatyfruity,1,NN
30693,irion,1,NN
30694,banaa,1,NN
30695,volley,1,NN
30696,bootjack,1,NN
30697,desertthem,1,NN
30698,pedroni,1,NN
30699,hoisinsauce,1,NN
30700,afterburn,1,NN
30701,neve,1,VBP
30702,berrypatch,1,NN
30703,vanillaspeckled,1,VBD
30704,delicously,1,RB
30705,sagebrushdriven,1,RB
30706,custardlaced,1,VBD
30707,sheila,1,JJ
30708,petroldriven,1,RB
30709,maru,1,VBP
30710,falanghinas,1,JJ
30711,oddness,1,NN
30712,roseflavored,1,VBD
30713,rockaway,1,RB
30714,malbech,1,JJ
30715,aceri,1,NN
30716,toprocess,1,NN
30717,höpler,1,NN
30718,bonairs,1,VBD
30719,oldestknown,1,JJ
30720,vanillaginger,1,NN
30721,thymeled,1,VBD
30722,lambbased,1,JJ
30723,rabajàs,1,NN
30724,söri,1,NN
30725,striation,1,NN
30726,thouars,1,NNS
30727,langloischâteau,1,VBP
30728,mineraity,1,NN
30729,savorysweet,1,NN
30730,ultrareservelevel,1,JJ
30731,kooyong,1,JJ
30732,mosele,1,NN
30733,firmyetsupple,1,NN
30734,cautiously,1,RB
30735,cherrymarinated,1,VBD
30736,closedin,1,NN
30737,tanninsdominated,1,VBN
30738,erin,1,JJ
30739,kempe,1,NN
30740,consomme,1,NN
30741,meatysmelling,1,VBG
30742,creampuff,1,NN
30743,berryoriented,1,VBD
30744,strengh,1,JJ
30745,peanutstarring,1,VBG
30746,coffeeastringent,1,NN
30747,syrahbonarda,1,NN
30748,bouvet,1,NN
30749,ladubays,1,VBZ
30750,palai,1,JJ
30751,arruliac,1,JJ
30752,vuj,1,NN
30753,swirly,1,RB
30754,malbecsyrahmerlot,1,NN
30755,lagarde,1,JJ
30756,longviews,1,NNS
30757,yakka,1,FW
30758,spicesounds,1,NNS
30759,acccessible,1,JJ
30760,cannubbio,1,NN
30761,castelfranco,1,NN
30762,vanillaclove,1,IN
30763,corsetting,1,VBG
30764,rainwet,1,JJ
30765,wellrealized,1,VBN
30766,tangyinawoodyway,1,RB
30767,lessthanenthusiastic,1,JJ
30768,hyatt,1,NN
30769,isnõt,1,NN
30770,oaktolerant,1,JJ
30771,lemonand,1,NN
30772,conversationstarting,1,VBG
30773,richunusual,1,JJ
30774,superconsultant,1,NN
30775,especaially,1,RB
30776,ceiling,1,NN
30777,sauvignonfume,1,JJ
30778,aunique,1,NN
30779,oenology,1,NN
30780,spicepepper,1,NN
30781,nasturtiumblossomlike,1,IN
30782,orangemauvepink,1,NN
30783,calmette,1,NN
30784,lenoir,1,JJ
30785,fluent,1,NN
30786,arduous,1,JJ
30787,macaw,1,NN
30788,candiedraspberry,1,NN
30789,selfgenerating,1,VBG
30790,deaf,1,NN
30791,unflinching,1,VBG
30792,hoard,1,NN
30793,until,1,IN
30794,tightwrapped,1,JJ
30795,costcos,1,NNS
30796,brotte,1,VBP
30797,flick,1,JJ
30798,applerind,1,IN
30799,mouthmassaging,1,VBG
30800,bluest,1,JJS
30801,donoso,1,NN
30802,suacci,1,NN
30803,carciere,1,RB
30804,freshgrated,1,VBN
30805,stoeffler,1,NN
30806,honeydriven,1,NN
30807,hendrys,1,NN
30808,italo,1,NN
30809,tabletop,1,IN
30810,ferraton,1,NN
30811,reasonbly,1,RB
30812,chracterize,1,VB
30813,milons,1,NNS
30814,beckmeyers,1,NNS
30815,interleave,1,VBP
30816,extraordarily,1,RB
30817,dauzac,1,JJ
30818,continues,1,VBZ
30819,produing,1,VBG
30820,boriemanoux,1,JJ
30821,lynchmoussas,1,JJ
30822,warmsmelling,1,VBG
30823,pittance,1,NN
30824,polarity,1,NN
30825,murphygoode,1,NN
30826,oldervintage,1,NN
30827,fillaboa,1,NN
30828,portobellos,1,NN
30829,huh,1,NN
30830,cariblanco,1,NN
30831,pacesetter,1,NN
30832,vegetalherbal,1,JJ
30833,avocado,1,NN
30834,damiani,1,NN
30835,murno,1,NN
30836,plumbased,1,VBD
30837,almondtoffee,1,JJ
30838,kings,1,NNS
30839,nadal,1,JJ
30840,persia,1,NN
30841,ungiving,1,VBG
30842,strieter,1,NN
30843,neuquén,1,JJ
30844,softtexture,1,NN
30845,firefly,1,NN
30846,quay,1,NN
30847,onionlike,1,IN
30848,pallino,1,NN
30849,rieslingviognier,1,NN
30850,tanzen,1,JJ
30851,corchaug,1,NN
30852,staaveren,1,NNS
30853,fortressed,1,VBD
30854,decease,1,NN
30855,employee,1,NN
30856,dalbola,1,NN
30857,powerfullystructured,1,VBD
30858,cépage,1,NN
30859,roviello,1,NN
30860,überreserve,1,NN
30861,dornfelders,1,NNS
30862,roastedcorn,1,VBP
30863,mouthcoatingly,1,RB
30864,almondcroissant,1,JJ
30865,finelybeaded,1,VBD
30866,labeldriven,1,RB
30867,tarladen,1,JJ
30868,corbièresboutenac,1,NN
30869,indelicato,1,NN
30870,pahlmeyers,1,NNS
30871,nimbly,1,RB
30872,freshoffthetree,1,VBP
30873,grola,1,NN
30874,creamaccented,1,VBN
30875,corbiéres,1,NNS
30876,microscopicproduction,1,NN
30877,olympian,1,JJ
30878,novitiate,1,NN
30879,unmelded,1,VBD
30880,cinnamonand,1,NN
30881,ammo,1,NN
30882,torbrecklike,1,IN
30883,reader,1,NN
30884,dominque,1,JJ
30885,pc,1,NN
30886,rechbächel,1,NN
30887,grieve,1,VBP
30888,josko,1,NN
30889,kays,1,NNS
30890,readier,1,RBR
30891,stagnant,1,JJ
30892,fastdrinking,1,VBG
30893,thre,1,JJ
30894,txomin,1,NN
30895,etxaníz,1,NN
30896,cloved,1,VBD
30897,yolk,1,JJ
30898,graganega,1,NN
30899,tongueexciting,1,VBG
30900,icecream,1,NN
30901,centercut,1,NN
30902,elderberrycrusted,1,VBD
30903,palateshutting,1,VBG
30904,fullyoaked,1,VBN
30905,mouthand,1,NN
30906,mouthscouring,1,VBG
30907,silkandsatin,1,NN
30908,baconscented,1,VBD
30909,handsqueezed,1,JJ
30910,fullofdynamite,1,RB
30911,plumskinflavored,1,VBD
30912,tropicalkissed,1,JJ
30913,papper,1,NN
30914,muthah,1,NN
30915,torriglione,1,NN
30916,chiarlos,1,NN
30917,washingon,1,NN
30918,corinthian,1,JJ
30919,tworegion,1,NN
30920,claretized,1,VBD
30921,yoke,1,RB
30922,inkwell,1,JJ
30923,panorama,1,NN
30924,bestbred,1,VBD
30925,gluelike,1,NN
30926,orleansinspired,1,VBD
30927,uninviting,1,JJ
30928,smoothenough,1,JJ
30929,astrigency,1,NN
30930,heartbeat,1,NN
30931,traveler,1,NN
30932,bluechip,1,NN
30933,kandler,1,NN
30934,estatecrafted,1,VBD
30935,silo,1,JJ
30936,highachieving,1,VBG
30937,schram,1,NN
30938,trufflebased,1,VBD
30939,tonguestainer,1,NN
30940,puteus,1,NN
30941,armille,1,NN
30942,tellitalia,1,NN
30943,bz,1,NN
30944,promising,1,VBG
30945,ferté,1,NN
30946,freshlaid,1,VBD
30947,ceagos,1,JJ
30948,altoids,1,NNS
30949,sparrs,1,VBP
30950,touchy,1,JJ
30951,hellfire,1,NN
30952,sinards,1,NNS
30953,sweeet,1,NN
30954,steakworthy,1,JJ
30955,sunfloweryellow,1,NN
30956,clippedfeeling,1,NN
30957,roedererowned,1,VBD
30958,aliança,1,JJ
30959,alabastro,1,JJ
30960,oy,1,NN
30961,goopy,1,NN
30962,alcoholwise,1,NN
30963,meateating,1,VBG
30964,vogelzang,1,NN
30965,aragosta,1,JJ
30966,marots,1,NNS
30967,afternoonwithfriends,1,VBZ
30968,mochachoca,1,JJ
30969,frappucino,1,NN
30970,gewüurztraminer,1,NN
30971,summercocktail,1,JJ
30972,twocent,1,NN
30973,mulliez,1,NN
30974,whitepepperlaced,1,VBD
30975,persall,1,JJ
30976,blackberrymaple,1,NN
30977,pisapola,1,NN
30978,candiedlicorice,1,NN
30979,nonshowy,1,RB
30980,allembracing,1,VBG
30981,crescendobuilding,1,VBG
30982,fruts,1,NNS
30983,colabacon,1,NN
30984,moutfeel,1,NN
30985,prädikat,1,NN
30986,asproudi,1,NN
30987,mcqueen,1,JJ
30988,healy,1,NN
30989,consomée,1,NN
30990,cloveberry,1,NN
30991,toastaccented,1,VBD
30992,retailerturnedwinemaker,1,NN
30993,boysenberrycherry,1,NN
30994,plantainlike,1,IN
30995,candice,1,NN
30996,exwife,1,NN
30997,coincidently,1,RB
30998,racine,1,VBZ
30999,deepyellow,1,JJ
31000,camera,1,NN
31001,barrelaided,1,VBD
31002,almostpungent,1,JJ
31003,unshakeable,1,JJ
31004,clovis,1,NN
31005,lemonsorbet,1,NN
31006,darkish,1,JJ
31007,honeydewcandy,1,NN
31008,mediumruby,1,NN
31009,avantgarde,1,JJ
31010,exploratory,1,NN
31011,warmtoast,1,NN
31012,prettyinpink,1,NN
31013,perdigão,1,NN
31014,unmerciful,1,JJ
31015,kalleskes,1,NNS
31016,palindrome,1,VBP
31017,desertbased,1,VBN
31018,kramer,1,NN
31019,elm,1,NN
31020,weisingers,1,NNS
31021,mountainsurrounded,1,VBD
31022,powerade,1,NN
31023,soggy,1,NN
31024,arrowstraight,1,VBD
31025,salmontinged,1,VBN
31026,humor,1,NN
31027,pineapplerind,1,NN
31028,mediumboned,1,VBD
31029,borderie,1,JJ
31030,monçao,1,NN
31031,tobaccospice,1,NN
31032,aquila,1,NN
31033,feneel,1,NN
31034,coluild,1,NN
31035,botrytisdominated,1,VBD
31036,pondwater,1,RB
31037,crafted,1,VBN
31038,stormier,1,JJR
31039,berrries,1,NNS
31040,varietalfocused,1,VBD
31041,unimaginable,1,JJ
31042,que,1,JJ
31043,lowheat,1,NN
31044,indelibly,1,RB
31045,tangyyetsavory,1,JJ
31046,milkandhoney,1,NN
31047,cheekpuckering,1,VBG
31048,candyish,1,JJ
31049,castelgreve,1,NNS
31050,valente,1,VBP
31051,unofficial,1,JJ
31052,festivo,1,NN
31053,screech,1,NN
31054,peardrops,1,VBZ
31055,kelly,1,RB
31056,certainty,1,JJ
31057,slimmed,1,VBN
31058,idyll,1,JJ
31059,stinkycheese,1,JJ
31060,amerikus,1,NN
31061,kidonitsa,1,VBZ
31062,bowral,1,JJ
31063,steen,1,JJ
31064,coughmediciney,1,NN
31065,wetplaster,1,NN
31066,tally,1,RB
31067,disageeable,1,JJ
31068,artifically,1,RB
31069,discombobulate,1,VBP
31070,earthiest,1,JJS
31071,pieluni,1,NN
31072,ulimately,1,RB
31073,welllocated,1,VBD
31074,solénas,1,JJ
31075,tormaresca,1,NN
31076,appleandpear,1,IN
31077,chiffonlike,1,NN
31078,treetapped,1,VBD
31079,tintonegro,1,JJ
31080,tintonegros,1,NNS
31081,piedra,1,VBP
31082,bouillabaise,1,NN
31083,intenselyfresh,1,JJ
31084,eartheven,1,RB
31085,aciditity,1,NN
31086,midamber,1,NNP
31087,wetter,1,NN
31088,graveldriven,1,RB
31089,balancingdelicacy,1,VBD
31090,merrily,1,RB
31091,intensfiy,1,JJ
31092,leisured,1,VBD
31093,pulignys,1,JJ
31094,pineappleorangemango,1,NN
31095,diamandes,1,VBZ
31096,alltoonatural,1,JJ
31097,asturias,1,NNS
31098,hazelnutoil,1,VBP
31099,killians,1,NNS
31100,leesycreamy,1,JJ
31101,nonblind,1,RB
31102,phantasmagorical,1,JJ
31103,nacionalsyrah,1,NN
31104,marrenon,1,NN
31105,excuse,1,NN
31106,boffa,1,NN
31107,pander,1,NN
31108,asparagustinged,1,VBD
31109,meow,1,RB
31110,scented,1,VBN
31111,mudd,1,NN
31112,eightgrape,1,NN
31113,concurrent,1,NN
31114,fruitderived,1,VBD
31115,jarvaise,1,NN
31116,porkaujuslike,1,NN
31117,fraud,1,NN
31118,nettles,1,NNS
31119,fruitstand,1,VBP
31120,vignavecchia,1,JJ
31121,chinons,1,NNS
31122,mushroominflected,1,VBD
31123,aromascome,1,JJ
31124,gouvelo,1,NN
31125,afteratste,1,NN
31126,soupçon,1,NN
31127,regroup,1,VBP
31128,benton,1,NN
31129,americna,1,NN
31130,illumination,1,NN
31131,vyborny,1,FW
31132,southwesterly,1,RB
31133,gobelsburgs,1,JJ
31134,cooley,1,NN
31135,rubbertire,1,NN
31136,doval,1,NN
31137,establishment,1,NN
31138,feilerartinger,1,NN
31139,monchiero,1,NN
31140,nugget,1,NN
31141,parmigiana,1,NN
31142,rusticsmelling,1,VBG
31143,ni,1,NNS
31144,pomeloled,1,VBN
31145,muchcelebrated,1,VBN
31146,wrattonbully,1,RB
31147,undemarcated,1,JJ
31148,coconutlike,1,NN
31149,finefizzing,1,VBG
31150,reiterate,1,JJ
31151,berryspice,1,NN
31152,fullerthantypical,1,JJ
31153,palatesoothing,1,NN
31154,citrusfruited,1,VBD
31155,attainable,1,JJ
31156,cuvelier,1,NN
31157,eloquent,1,NN
31158,lifted,1,VBD
31159,forms,1,NNS
31160,malbeccssyrah,1,NN
31161,blueberrry,1,NN
31162,cuddle,1,JJ
31163,bohemian,1,JJ
31164,raunate,1,NN
31165,vaulty,1,NN
31166,fanciulli,1,NN
31167,lecci,1,JJ
31168,colombina,1,NN
31169,mcmurray,1,NN
31170,straightlined,1,VBD
31171,sharpleaning,1,VBG
31172,jurado,1,NN
31173,ekes,1,NNS
31174,falcoaria,1,VBP
31175,ita,1,JJ
31176,pocketsize,1,NN
31177,unmanipulated,1,VBD
31178,gingerspiced,1,JJ
31179,brousseaus,1,NN
31180,blueberryelderberry,1,NN
31181,scarf,1,NN
31182,terroirbased,1,VBD
31183,savignys,1,JJ
31184,rosemarygarlic,1,JJ
31185,myglands,1,NNS
31186,xcellent,1,JJ
31187,grope,1,NN
31188,erickson,1,NN
31189,participate,1,VB
31190,berryextract,1,JJ
31191,buisse,1,NN
31192,unsustained,1,VBD
31193,lanima,1,JJ
31194,frontandcenter,1,NN
31195,univitis,1,NN
31196,valeur,1,NN
31197,environmentale,1,JJ
31198,shallotskin,1,JJ
31199,kitchensinkstyle,1,NN
31200,vanillacrust,1,NN
31201,groundmeat,1,NN
31202,langostinos,1,JJ
31203,cim,1,NN
31204,lafitemanaged,1,VBD
31205,workmanship,1,JJ
31206,banyuls,1,JJ
31207,saracinas,1,NNS
31208,campovida,1,VBP
31209,coastalkissed,1,VBN
31210,comptche,1,NN
31211,lattélike,1,NN
31212,aliso,1,NN
31213,pégo,1,NN
31214,pignatello,1,NN
31215,nuhar,1,JJ
31216,strawberrycandy,1,JJ
31217,machiavelli,1,NN
31218,palazzio,1,NN
31219,montalcinobased,1,VBD
31220,biggerframed,1,JJ
31221,semimature,1,NN
31222,unmistakeable,1,JJ
31223,juic,1,NN
31224,tawnycolored,1,VBD
31225,newstyle,1,JJ
31226,aftertasteis,1,JJ
31227,asleep,1,JJ
31228,spaceship,1,NN
31229,earthbound,1,IN
31230,classicist,1,NN
31231,sic,1,JJ
31232,godzillaesque,1,NN
31233,dijonesque,1,NN
31234,niclaire,1,NN
31235,hityouinthefacewithfruit,1,NN
31236,rosegold,1,VBD
31237,slutty,1,JJ
31238,mindstopping,1,VBG
31239,objectively,1,RB
31240,negraró,1,JJ
31241,oldshoe,1,NN
31242,goodtogo,1,NN
31243,lieuxdits,1,VBZ
31244,drub,1,JJ
31245,copperpenny,1,JJ
31246,arrowoods,1,NNS
31247,jameks,1,NN
31248,steinriegl,1,VBP
31249,offdrytofranklysweet,1,JJ
31250,tooprominent,1,NN
31251,soflty,1,NN
31252,mitzvah,1,NN
31253,candysugar,1,NN
31254,nottoosubtle,1,RB
31255,nonperfumed,1,VBD
31256,sugarinfused,1,JJ
31257,earlystage,1,NN
31258,theyd,1,NN
31259,camargue,1,NN
31260,rhônedelta,1,NN
31261,beas,1,NNS
31262,pinotagemerlot,1,VBP
31263,fronttoback,1,JJ
31264,zuc,1,NN
31265,kaseler,1,NN
31266,nieschens,1,NNS
31267,lr,1,VBP
31268,muchdeserved,1,VBN
31269,vorberg,1,JJ
31270,petrussas,1,NN
31271,dimensionsal,1,NN
31272,chieti,1,NN
31273,massproduced,1,VBD
31274,jazzedup,1,NN
31275,sawdustlike,1,NN
31276,danker,1,NN
31277,cottony,1,NN
31278,tangerinerind,1,IN
31279,noriet,1,JJ
31280,hardtotease,1,NN
31281,acidfocused,1,VBD
31282,strawberrymint,1,NN
31283,ragusa,1,NN
31284,aquilae,1,NN
31285,sallier,1,JJR
31286,galleron,1,NN
31287,perrotminot,1,NN
31288,driven,1,VBN
31289,baseballer,1,NN
31290,metalworksminded,1,VBD
31291,acidhounds,1,NNS
31292,pliably,1,RB
31293,vr,1,VBP
31294,lucsious,1,JJ
31295,pepperandanise,1,NN
31296,noseteasing,1,VBG
31297,heaver,1,RB
31298,tirelessly,1,RB
31299,potently,1,RB
31300,iperico,1,JJ
31301,salettes,1,NNS
31302,undesirable,1,JJ
31303,vineagary,1,JJ
31304,dilutefeeling,1,NN
31305,jeanludovic,1,NN
31306,loron,1,NN
31307,upperlip,1,NN
31308,between,1,IN
31309,crowdfriendly,1,RB
31310,choucroute,1,JJ
31311,garnie,1,NN
31312,loweracid,1,NN
31313,kidnapper,1,NN
31314,plumjamflavored,1,VBD
31315,barololovers,1,NNS
31316,limestonedotted,1,VBD
31317,tondres,1,NNS
31318,grapefield,1,VBN
31319,méal,1,JJ
31320,greffieux,1,NN
31321,oaklined,1,VBD
31322,docres,1,NNS
31323,coterie,1,VBP
31324,passe,1,NN
31325,raisinskinlike,1,NN
31326,lifegiving,1,VBG
31327,reimsbased,1,VBN
31328,neardry,1,RB
31329,fruitscented,1,VBN
31330,yello,1,NN
31331,slightlymealy,1,JJ
31332,pinotstructure,1,NN
31333,freshsqueeed,1,VBD
31334,icône,1,JJ
31335,lemonstreaked,1,VBD
31336,leescushioned,1,JJ
31337,chiffoncake,1,NN
31338,citrusfuelled,1,VBD
31339,citruspure,1,NN
31340,impunity,1,NN
31341,goudabased,1,VBD
31342,voluble,1,JJ
31343,opinionated,1,JJ
31344,holesfree,1,NN
31345,wyndham,1,NN
31346,bouachon,1,NN
31347,skalli,1,NN
31348,midi,1,NN
31349,alkoomis,1,NN
31350,banquette,1,NN
31351,atoosa,1,NN
31352,samantha,1,NN
31353,moaveni,1,NN
31354,citrusfruitflavored,1,VBD
31355,soaked,1,JJ
31356,katos,1,NNS
31357,bellpeppery,1,NN
31358,stridency,1,NN
31359,accordion,1,NN
31360,strawberryjuice,1,NN
31361,smokyberry,1,NN
31362,lzesty,1,JJ
31363,takeitorleaveit,1,NN
31364,cannedbean,1,NN
31365,unusuallybready,1,JJ
31366,preservedberry,1,NN
31367,lobos,1,NNS
31368,crèmedecassislike,1,VBP
