,Terms,Freq
29070,allfive,1
29071,redbordeauxvarietal,1
29072,vanillahugged,1
29073,colalayered,1
29074,fruitcoating,1
29075,coppper,1
29076,salmonkoi,1
29077,filippone,1
29078,leonensis,1
29079,millepassi,1
29080,onethousand,1
29081,manzo,1
29082,cro,1
29083,military,1
29084,noherbicide,1
29085,dubourdieus,1
29086,dfjs,1
29087,animalleather,1
29088,semifull,1
29089,vim,1
29090,krupp,1
29091,complementarily,1
29092,kneebuckling,1
29093,tolpuddles,1
29094,bayscented,1
29095,respectably,1
29096,andalucian,1
29097,attune,1
29098,pomegranatemolasses,1
29099,chilepepper,1
29100,nit,1
29101,impresses,1
29102,flashpasteurized,1
29103,brownforman,1
29104,gilad,1
29105,teaberry,1
29106,conceptdriven,1
29107,franccarmenère,1
29108,sirch,1
29109,ripetooverripe,1
29110,twizzlers,1
29111,oceanspray,1
29112,lemonthyme,1
29113,caramelaccented,1
29114,barricas,1
29115,simonsigs,1
29116,pinesmoked,1
29117,seclude,1
29118,suretoplease,1
29119,varozzas,1
29120,fuschia,1
29121,terranobles,1
29122,nicety,1
29123,ettore,1
29124,riondo,1
29125,zonins,1
29126,strawberrycranberry,1
29127,lussac,1
29128,lantern,1
29129,yellowgrapefruitpeel,1
29130,candeeira,1
29131,weisinger,1
29132,easiertodrink,1
29133,gu,1
29134,janeway,1
29135,diomede,1
29136,blueberrydominated,1
29137,iscay,1
29138,pi,1
29139,detailed,1
29140,jonagold,1
29141,noirdominate,1
29142,varietallycorrect,1
29143,blueberrysauce,1
29144,mediumtannin,1
29145,pulsepreserving,1
29146,overcharge,1
29147,citrustoned,1
29148,baverstock,1
29149,ludes,1
29150,minimus,1
29151,approchable,1
29152,oakno,1
29153,ilr,1
29154,stonydry,1
29155,jaunes,1
29156,tissots,1
29157,gemini,1
29158,falasco,1
29159,watchman,1
29160,voits,1
29161,zambujal,1
29162,saltedlemon,1
29163,schulz,1
29164,lamprydae,1
29165,malbectannat,1
29166,fertilizer,1
29167,vinicultural,1
29168,sugarinflected,1
29169,almostmeaty,1
29170,anglims,1
29171,cinnamonswirled,1
29172,upwardspiraling,1
29173,belgrave,1
29174,plumblackberry,1
29175,mohseni,1
29176,freshturned,1
29177,rapport,1
29178,sunburn,1
29179,sagrado,1
29180,albe,1
29181,aromawise,1
29182,giribaldis,1
29183,bordino,1
29184,vintages,1
29185,krachers,1
29186,changer,1
29187,differently,1
29188,unromantically,1
29189,powell,1
29190,tappanade,1
29191,oenological,1
29192,crowhurst,1
29193,veloursoft,1
29194,rudi,1
29195,bauer,1
29196,coffeebeanlike,1
29197,blueberrycream,1
29198,pianist,1
29199,incanto,1
29200,piespice,1
29201,supersimple,1
29202,sauvs,1
29203,schistbased,1
29204,berryskin,1
29205,cranberrybeet,1
29206,grandcrulike,1
29207,vineburgbased,1
29208,bazzano,1
29209,marzipanpowered,1
29210,corcelles,1
29211,nively,1
29212,greenapplefocused,1
29213,thema,1
29214,guavainflected,1
29215,quickfire,1
29216,bous,1
29217,overcast,1
29218,cardamondusted,1
29219,marabinos,1
29220,cúa,1
29221,cantabrias,1
29222,moviehouse,1
29223,pecancrusted,1
29224,biancodicaselle,1
29225,carricantebased,1
29226,nony,1
29227,caronne,1
29228,gemme,1
29229,poshtextured,1
29230,jake,1
29231,knotts,1
29232,seattle,1
29233,mania,1
29234,savoryearthy,1
29235,semivicoli,1
29236,intriga,1
29237,anf,1
29238,riberas,1
29239,homestretch,1
29240,runner,1
29241,sprint,1
29242,plozners,1
29243,malpelo,1
29244,blasamic,1
29245,almondinflected,1
29246,fattiness,1
29247,instantlyaccessible,1
29248,foti,1
29249,truetocasablanca,1
29250,clementinefruit,1
29251,thirduse,1
29252,cedarsawdust,1
29253,humidor,1
29254,volumes,1
29255,frutos,1
29256,villar,1
29257,nga,1
29258,wakas,1
29259,plasticy,1
29260,cedarvanilla,1
29261,talcy,1
29262,entertainer,1
29263,flourynutmeg,1
29264,factoryproven,1
29265,bustout,1
29266,benes,1
29267,supertuscans,1
29268,novembercentric,1
29269,boutiquesized,1
29270,bordeauxminded,1
29271,broadbased,1
29272,fullerstyle,1
29273,supervalue,1
29274,rheingaus,1
29275,neipperg,1
29276,lowdosage,1
29277,longerthanusual,1
29278,folins,1
29279,vollereaux,1
29280,prettysmelling,1
29281,appleoil,1
29282,aromaics,1
29283,skittish,1
29284,netherworld,1
29285,harmlessfeeling,1
29286,heftiness,1
29287,idol,1
29288,freshtextured,1
29289,citrusframed,1
29290,middayinthegarden,1
29291,superreserve,1
29292,ridgecrest,1
29293,unbearably,1
29294,midday,1
29295,sharecropper,1
29296,citruscentered,1
29297,offthecharts,1
29298,scraper,1
29299,fatladen,1
29300,didactic,1
29301,chuy,1
29302,ordaz,1
29303,combustible,1
29304,sambinerie,1
29305,romanèchethorins,1
29306,proprietarily,1
29307,handsoap,1
29308,jacamans,1
29309,uncut,1
29310,semiastringent,1
29311,similarlynamed,1
29312,bloodorangetinged,1
29313,bigfinned,1
29314,carvalhais,1
29315,mãe,1
29316,pinpricking,1
29317,lengthextending,1
29318,mindbending,1
29319,beefstew,1
29320,wetrock,1
29321,pastrycrust,1
29322,lakelas,1
29323,amigas,1
29324,tangerineled,1
29325,grapesit,1
29326,settlement,1
29327,interchange,1
29328,gewuztraminer,1
29329,sod,1
29330,mackerel,1
29331,moncontour,1
29332,distinto,1
29333,benuara,1
29334,archeology,1
29335,onceabandoned,1
29336,ruinedfilled,1
29337,mozia,1
29338,tourist,1
29339,lakewoods,1
29340,cabernettempranillo,1
29341,cherrytart,1
29342,eversosupple,1
29343,cleanaspolishedglass,1
29344,pomegranateraspberry,1
29345,faceted,1
29346,acelevel,1
29347,cuttingedge,1
29348,columella,1
29349,highlyreviewed,1
29350,brittans,1
29351,lemoncaramel,1
29352,mascalesebased,1
29353,coffeedominant,1
29354,nearvelvety,1
29355,sizzlingly,1
29356,velvetiness,1
29357,franklin,1
29358,mixedspice,1
29359,misstep,1
29360,stagionato,1
29361,yorbas,1
29362,cannaiolo,1
29363,honeygraham,1
29364,herbspice,1
29365,ean,1
29366,twofold,1
29367,gren,1
29368,onesizefitsall,1
29369,unfinished,1
29370,obstinately,1
29371,delicatesmelling,1
29372,crede,1
29373,numen,1
29374,pruneville,1
29375,monastic,1
29376,mandrarossa,1
29377,allwomen,1
29378,onefourth,1
29379,kiwa,1
29380,solus,1
29381,opere,1
29382,babichs,1
29383,tropicalthink,1
29384,fruitflavors,1
29385,sillage,1
29386,malarticlagravière,1
29387,palagio,1
29388,bramblywild,1
29389,cederburgs,1
29390,fairvalley,1
29391,collelungo,1
29392,carroleon,1
29393,canalino,1
29394,oberlander,1
29395,esure,1
29396,turchi,1
29397,considerate,1
29398,married,1
29399,tikal,1
29400,lounge,1
29401,boxspice,1
29402,hewitson,1
29403,showiest,1
29404,rosebush,1
29405,unforthcoming,1
29406,sweatlike,1
29407,upperlipgrabbing,1
29408,ruggedfeeling,1
29409,lemonadedriven,1
29410,fourthgrowth,1
29411,salute,1
29412,riverfront,1
29413,maynevieil,1
29414,numão,1
29415,rideaus,1
29416,olivia,1
29417,daliet,1
29418,hibiscusthyme,1
29419,superucos,1
29420,salttinged,1
29421,celebris,1
29422,vaio,1
29423,armaron,1
29424,coffeestreaked,1
29425,moëts,1
29426,perdriel,1
29427,violetscented,1
29428,rigidity,1
29429,demeter,1
29430,chancel,1
29431,closedness,1
29432,steeltextured,1
29433,plantings,1
29434,joanne,1
29435,duray,1
29436,obstruction,1
29437,brainy,1
29438,murgo,1
29439,terrmaters,1
29440,lylee,1
29441,raimbault,1
29442,orientate,1
29443,chocolateaccented,1
29444,nuttier,1
29445,schizoid,1
29446,superacidic,1
29447,sappier,1
29448,dali,1
29449,frangrance,1
29450,kink,1
29451,mourv,1
29452,edre,1
29453,bobalmerlot,1
29454,earthyoaky,1
29455,temperate,1
29456,dla,1
29457,rei,1
29458,bipolar,1
29459,stonefruitbased,1
29460,underlyingly,1
29461,mateo,1
29462,electrifyng,1
29463,overcrowd,1
29464,hopelessly,1
29465,teaser,1
29466,cirsion,1
29467,percarlo,1
29468,undying,1
29469,twangy,1
29470,nofussy,1
29471,muted,1
29472,boldbodied,1
29473,nospritz,1
29474,zany,1
29475,nifty,1
29476,champgains,1
29477,caties,1
29478,michelin,1
29479,clermontferrand,1
29480,narrowtoward,1
29481,vranac,1
29482,lewellenmade,1
29483,stewpot,1
29484,hannas,1
29485,moondrops,1
29486,minimallyripe,1
29487,martinho,1
29488,mesquiteaccented,1
29489,niebaums,1
29490,inglenook,1
29491,herbalcedar,1
29492,rudolf,1
29493,schwarzböcks,1
29494,baldèss,1
29495,labrande,1
29496,lever,1
29497,yetsilky,1
29498,singleleveled,1
29499,incidental,1
29500,licorine,1
29501,calchaquí,1
29502,cannubisan,1
29503,lorenzoravera,1
29504,brownishruby,1
29505,ithe,1
29506,actively,1
29507,dauga,1
29508,barrelage,1
29509,blackberrypeppercorn,1
29510,neumeyer,1
29511,molsheim,1
29512,bonnie,1
29513,mountainberry,1
29514,unquestioned,1
29515,bouzy,1
29516,vicegrip,1
29517,lateevening,1
29518,mushroomtoast,1
29519,hose,1
29520,lemonspray,1
29521,pardon,1
29522,torrontées,1
29523,lloyd,1
29524,extracted,1
29525,vclvety,1
29526,tsantali,1
29527,squad,1
29528,overshot,1
29529,unsavory,1
29530,aqua,1
29531,sflavors,1
29532,sweetart,1
29533,alarmingly,1
29534,barleysugar,1
29535,tameness,1
29536,remains,1
29537,united,1
29538,édition,1
29539,limitée,1
29540,fledgling,1
29541,tezzas,1
29542,smokyspice,1
29543,begali,1
29544,customarily,1
29545,adolph,1
29546,siot,1
29547,shapeshifter,1
29548,sharpercut,1
29549,alreadycomplete,1
29550,backthroat,1
29551,passaround,1
29552,structuraly,1
29553,cisp,1
29554,cidercast,1
29555,sugarfree,1
29556,limestonereared,1
29557,challengingly,1
29558,toothpastelike,1
29559,spicestrewn,1
29560,offripe,1
29561,overgrow,1
29562,pantrystyle,1
29563,mentholy,1
29564,gulfi,1
29565,beefybrininess,1
29566,liebfruenstift,1
29567,liquidoak,1
29568,inglesides,1
29569,ultrajammy,1
29570,zancanella,1
29571,jawdroppingly,1
29572,floralstrawberry,1
29573,aloescented,1
29574,slenderly,1
29575,dictionary,1
29576,rosefocused,1
29577,pinto,1
29578,lthyme,1
29579,horizontally,1
29580,pastryflavored,1
29581,lanolincoated,1
29582,clave,1
29583,tábula,1
29584,gramsl,1
29585,briarfruit,1
29586,overmatch,1
29587,curedtasting,1
29588,dierbergowned,1
29589,vallados,1
29590,pajé,1
29591,roagna,1
29592,orientation,1
29593,scar,1
29594,zonchera,1
29595,garnetbrown,1
29596,chewinggum,1
29597,goldcolorerd,1
29598,alloak,1
29599,brightcoral,1
29600,overuse,1
29601,contines,1
29602,maresca,1
29603,mildlytannic,1
29604,sagetinged,1
29605,tuscancharmer,1
29606,wholeness,1
29607,oberon,1
29608,orchidea,1
29609,silkscreen,1
29610,popcorny,1
29611,chaleur,1
29612,quasijammy,1
29613,petruccino,1
29614,ravaldo,1
29615,lethargic,1
29616,serarosa,1
29617,ductile,1
29618,brookside,1
29619,blockyfeeling,1
29620,pickly,1
29621,stonefruitfilled,1
29622,gehricke,1
29623,interruption,1
29624,sourspicy,1
29625,zinck,1
29626,mangos,1
29627,obernai,1
29628,italianminded,1
29629,nebbiololike,1
29630,briante,1
29631,meziat,1
29632,walkenhorst,1
29633,jamboree,1
29634,hugues,1
29635,gatinais,1
29636,figurehead,1
29637,richmond,1
29638,rubus,1
29639,biotech,1
29640,scientistturnedvintner,1
29641,kristie,1
29642,tacey,1
29643,headway,1
29644,buttervanilla,1
29645,amenability,1
29646,lesommer,1
29647,fourhour,1
29648,freshnessbut,1
29649,grandpuyducasse,1
29650,strum,1
29651,clovestudded,1
29652,torens,1
29653,highrise,1
29654,rosetinged,1
29655,wineits,1
29656,verdunos,1
29657,grassnitzberg,1
29658,fraternité,1
29659,bisamberg,1
29660,claudio,1
29661,fenocchios,1
29662,orangeraspberry,1
29663,larzac,1
29664,ferruggini,1
29665,tarabuso,1
29666,trockenbeerenauslesestyle,1
29667,currantinflected,1
29668,freshlypeeled,1
29669,quadretti,1
29670,majoram,1
29671,valleysourced,1
29672,sparklingfocused,1
29673,jaens,1
29674,husbandwife,1
29675,remond,1
29676,equestrian,1
29677,sanctuary,1
29678,darkasnight,1
29679,sunpure,1
29680,snug,1
29681,midprice,1
29682,matariki,1
29683,wursts,1
29684,kraut,1
29685,rouffach,1
29686,colmar,1
29687,rockyslatey,1
29688,unchain,1
29689,legua,1
29690,logan,1
29691,wateriness,1
29692,villicana,1
29693,shabbychic,1
29694,floweriness,1
29695,brissac,1
29696,sauvignonshiraz,1
29697,suninspired,1
29698,fenêtre,1
29699,braide,1
29700,filo,1
29701,dete,1
29702,grassytasting,1
29703,barlike,1
29704,raisinedseeming,1
29705,salley,1
29706,spokesman,1
29707,ecominded,1
29708,slalom,1
29709,huberto,1
29710,stoan,1
29711,sirmian,1
29712,insert,1
29713,familial,1
29714,deyos,1
29715,detrimentally,1
29716,vivir,1
29717,trani,1
29718,vinzelles,1
29719,rujari,1
29720,bigseller,1
29721,forwardfruited,1
29722,neogothic,1
29723,thomassin,1
29724,genrebusting,1
29725,quiteripe,1
29726,jammily,1
29727,portylike,1
29728,blendo,1
29729,martaella,1
29730,frei,1
29731,hardshelled,1
29732,nanfrè,1
29733,bogati,1
29734,qualityatgoodprice,1
29735,reyes,1
29736,peachblush,1
29737,unpredictably,1
29738,manachiara,1
29739,banale,1
29740,pavies,1
29741,biondsanti,1
29742,lazzeretti,1
29743,clandestino,1
29744,waterford,1
29745,unaware,1
29746,wholeclustered,1
29747,finnish,1
29748,bignoncordier,1
29749,castilian,1
29750,herbvegetal,1
29751,uncomplimentary,1
29752,depress,1
29753,sophomore,1
29754,bellavista,1
29755,contadi,1
29756,castaldi,1
29757,pierluigi,1
29758,typea,1
29759,currantladen,1
29760,nuovo,1
29761,blackcherryladen,1
29762,ofviolets,1
29763,adherence,1
29764,precult,1
29765,bypass,1
29766,showiness,1
29767,inundate,1
29768,lightlyseasoned,1
29769,chinook,1
29770,amavi,1
29771,oakybutterscotch,1
29772,spatlëse,1
29773,prosser,1
29774,mangobanana,1
29775,duchess,1
29776,gneiss,1
29777,schistlike,1
29778,momentary,1
29779,orangepreserve,1
29780,ripecherry,1
29781,citrusjuice,1
29782,schoenheitz,1
29783,igentle,1
29784,qince,1
29785,kori,1
29786,stryker,1
29787,picazos,1
29788,cerqua,1
29789,nowdeparted,1
29790,roussannegrenache,1
29791,highresidualsugar,1
29792,limemousse,1
29793,lateripened,1
29794,colombana,1
29795,archetype,1
29796,plumandraspberry,1
29797,combustion,1
29798,liqueurtype,1
29799,leach,1
29800,jakobi,1
29801,gesellmanns,1
29802,bela,1
29803,op,1
29804,eximium,1
29805,gia,1
29806,domella,1
29807,beaunebased,1
29808,bellangelo,1
29809,proliferate,1
29810,dávalos,1
29811,pineapplespiked,1
29812,rotta,1
29813,mountainappellated,1
29814,californiarich,1
29815,vintagesensitive,1
29816,conteisa,1
29817,baroloinspired,1
29818,spectactular,1
29819,cheesefilled,1
29820,gravellaced,1
29821,replicate,1
29822,expenfolds,1
29823,multifariousness,1
29824,italiantasting,1
29825,marsannebased,1
29826,wellcombined,1
29827,sugaracid,1
29828,hugels,1
29829,prominant,1
29830,glacially,1
29831,litorale,1
29832,alcoholladen,1
29833,commendation,1
29834,mistakenly,1
29835,merseguerasauvignon,1
29836,crystallineclear,1
29837,dachshund,1
29838,juiceonnectarine,1
29839,herculean,1
29840,palatability,1
29841,longgone,1
29842,candiedcitruspeel,1
29843,thhis,1
29844,straightdownthefairway,1
29845,pinkgraprefruit,1
29846,schrader,1
29847,mauritson,1
29848,ruedas,1
29849,toniclike,1
29850,poducing,1
29851,maggie,1
29852,snoqualmies,1
29853,eco,1
29854,butteredcaramel,1
29855,lipsmacker,1
29856,tolliver,1
29857,floweraccented,1
29858,pearinflected,1
29859,exabeja,1
29860,fivestar,1
29861,driedblackcherry,1
29862,hippolyte,1
29863,rebaptized,1
29864,rasina,1
29865,bressia,1
29866,oidos,1
29867,falcors,1
29868,parelladamuscat,1
29869,supermarche,1
29870,rachis,1
29871,soberanes,1
29872,bruliam,1
29873,lucias,1
29874,darklycolored,1
29875,suscol,1
29876,bordò,1
29877,biotype,1
29878,kupra,1
29879,altaïrs,1
29880,modernera,1
29881,strengths,1
29882,scopone,1
29883,tricentenary,1
29884,strucure,1
29885,firmfleshed,1
29886,lakeville,1
29887,everrecurring,1
29888,squawk,1
29889,magpie,1
29890,ele,1
29891,gance,1
29892,hobbsmade,1
29893,container,1
29894,masher,1
29895,breadcrust,1
29896,finehewn,1
29897,sevs,1
29898,vrucara,1
29899,harmonium,1
29900,mochadriven,1
29901,tané,1
29902,musmeci,1
29903,contea,1
29904,sclafani,1
29905,sirecis,1
29906,qualitybased,1
29907,roderers,1
29908,phenomenally,1
29909,soylaced,1
29910,mottle,1
29911,openstone,1
29912,lotus,1
29913,lemonpure,1
29914,euclalytpus,1
29915,driedfennel,1
29916,untracked,1
29917,cheekdrilling,1
29918,densefeeling,1
29919,woodtoast,1
29920,massolinos,1
29921,azelias,1
29922,bledsoechris,1
29923,stonesoaked,1
29924,crackerlike,1
29925,verhey,1
29926,deadness,1
29927,cenereto,1
29928,counterattack,1
29929,cedarplank,1
29930,mintinflected,1
29931,sinful,1
29932,devloping,1
29933,sweetandsalty,1
29934,freshgrass,1
29935,burgundycolored,1
29936,noneffusive,1
29937,virile,1
29938,su,1
29939,reimond,1
29940,ecosystem,1
29941,sustainability,1
29942,underpowered,1
29943,balck,1
29944,kip,1
29945,freezer,1
29946,mineralandcitrus,1
29947,gingerbased,1
29948,prowl,1
29949,carmelly,1
29950,thunevins,1
29951,aristocracy,1
29952,sagescented,1
29953,wineordering,1
29954,alance,1
29955,fromsangiovese,1
29956,quartercentury,1
29957,wheeler,1
29958,stillbrisk,1
29959,morellocherry,1
29960,stonefruityheavy,1
29961,clipping,1
29962,pyrazinepopping,1
29963,brownpear,1
29964,deeppink,1
29965,delfinas,1
29966,almostsweetness,1
29967,vanilladusted,1
29968,goodnplentytype,1
29969,huxelrebe,1
29970,trendsetting,1
29971,cookedmeat,1
29972,butterly,1
29973,nere,1
29974,leon,1
29975,rôties,1
29976,morlet,1
29977,élan,1
29978,lek,1
29979,prognài,1
29980,teainfluenced,1
29981,mazzis,1
29982,garlicmeetsshiitake,1
29983,fineframed,1
29984,differentiation,1
29985,fabulosity,1
29986,stcentury,1
29987,corners,1
29988,leafystemmy,1
29989,trivento,1
29990,winerelatively,1
29991,rhônestyled,1
29992,kumquatskin,1
29993,saulheimer,1
29994,probstey,1
29995,necklace,1
29996,mediumtawny,1
29997,quancard,1
29998,monique,1
29999,scenario,1
30000,boeckels,1
30001,greatgrandmother,1
30002,luís,1
30003,oliveira,1
30004,arrogant,1
30005,viognierchard,1
30006,fernet,1
30007,brancaspiked,1
30008,berryintense,1
30009,flatsoft,1
30010,anthology,1
30011,oncefine,1
30012,mochadipped,1
30013,incipient,1
30014,campfirerelated,1
30015,savorytart,1
30016,quadri,1
30017,picked,1
30018,dripping,1
30019,chocolatebrown,1
30020,grapebased,1
30021,mediterraneansounding,1
30022,musica,1
30023,collemassari,1
30024,worldish,1
30025,prejudice,1
30026,vouvraylike,1
30027,cummings,1
30028,bert,1
30029,client,1
30030,rootysmelling,1
30031,beautifiul,1
30032,grabbyfeeling,1
30033,sonim,1
30034,sedate,1
30035,petits,1
30036,mintysweet,1
30037,chemicaltinged,1
30038,botryrtis,1
30039,carnal,1
30040,vanillacake,1
30041,roselaced,1
30042,apricotladen,1
30043,spiceandtoast,1
30044,tca,1
30045,balancedwith,1
30046,tomatoinfused,1
30047,toffeecoffee,1
30048,isright,1
30049,lightish,1
30050,toughskinned,1
30051,finlaysons,1
30052,monastell,1
30053,golan,1
30054,schoenfeld,1
30055,worldrenowned,1
30056,occurence,1
30057,carrs,1
30058,handwrite,1
30059,marzipaninfused,1
30060,spicyoak,1
30061,pavlidis,1
30062,cyclades,1
30063,finishthat,1
30064,cherryandchocolate,1
30065,berlucchi,1
30066,cesarini,1
30067,sforzas,1
30068,tightsteely,1
30069,threadwork,1
30070,satisying,1
30071,porterhouse,1
30072,nik,1
30073,wei,1
30074,montemassis,1
30075,focaie,1
30076,thunderbolt,1
30077,rumor,1
30078,tognettis,1
30079,muchanticipated,1
30080,fenneldusted,1
30081,powershowing,1
30082,westsloping,1
30083,rindladen,1
30084,peaty,1
30085,outro,1
30086,pithytasting,1
30087,reil,1
30088,panini,1
30089,schuyler,1
30090,belasco,1
30091,baquedano,1
30092,superjammy,1
30093,chablilsienne,1
30094,apértitif,1
30095,crudité,1
30096,newburg,1
30097,wellgrooved,1
30098,gratien,1
30099,meyers,1
30100,fiuit,1
30101,aptlynamed,1
30102,spicysmelling,1
30103,entries,1
30104,montaigne,1
30105,cruzmade,1
30106,sleection,1
30107,ahn,1
30108,palerosé,1
30109,woodgrilledapple,1
30110,pinkpeppercorn,1
30111,mei,1
30112,concerntrated,1
30113,chunkyblocky,1
30114,passenger,1
30115,babcoks,1
30116,chailike,1
30117,presents,1
30118,elegnat,1
30119,savoryfunk,1
30120,pigeonnier,1
30121,lagézettes,1
30122,tangerinescented,1
30123,wellstuffed,1
30124,saucysoupy,1
30125,bordeax,1
30126,meleto,1
30127,gaioleinchianti,1
30128,brampton,1
30129,smoy,1
30130,cañonat,1
30131,vultur,1
30132,orecchiette,1
30133,fulltannin,1
30134,rieussec,1
30135,vascilate,1
30136,singleowner,1
30137,torbrecks,1
30138,nashwauk,1
30139,kaeslers,1
30140,intonation,1
30141,sneakily,1
30142,grapejam,1
30143,ornately,1
30144,chiclets,1
30145,tonguestaining,1
30146,bitedown,1
30147,veglio,1
30148,quaranta,1
30149,parable,1
30150,brandymacerated,1
30151,cincuenta,1
30152,cinco,1
30153,grinder,1
30154,emelinda,1
30155,balsamicy,1
30156,dolci,1
30157,sanzo,1
30158,twiceasexpensive,1
30159,rawedged,1
30160,circa,1
30161,granularity,1
30162,highestalcohol,1
30163,optiumum,1
30164,oliveseasoned,1
30165,cabernetmerlotsyrahcab,1
30166,tumbarumba,1
30167,buzzword,1
30168,rhônered,1
30169,echeverrias,1
30170,simone,1
30171,dashwoods,1
30172,stalkywoody,1
30173,freshpeeled,1
30174,alcoholcontent,1
30175,viselike,1
30176,muškat,1
30177,ruža,1
30178,sangiovesedominated,1
30179,newmowed,1
30180,gianmario,1
30181,marchisio,1
30182,gabbiano,1
30183,gabiano,1
30184,gloder,1
30185,takecharge,1
30186,herbalgrassypeapod,1
30187,capanna,1
30188,speechless,1
30189,grapefruitrindled,1
30190,extraspecial,1
30191,landlocked,1
30192,sclerosis,1
30193,briccotondo,1
30194,oozingly,1
30195,cesares,1
30196,blueberryinfused,1
30197,framingham,1
30198,cachuma,1
30199,licoriceandspice,1
30200,priest,1
30201,loiser,1
30202,berg,1
30203,poptarts,1
30204,hits,1
30205,camarda,1
30206,antiformulaic,1
30207,greenies,1
30208,playa,1
30209,ozzie,1
30210,worldcalifornia,1
30211,pns,1
30212,fèvres,1
30213,castellinainchianti,1
30214,antinapa,1
30215,loratoire,1
30216,caseneuve,1
30217,hlha,1
30218,tonacre,1
30219,ac,1
30220,pronouncedly,1
30221,vjbs,1
30222,gilled,1
30223,codorníu,1
30224,handwritten,1
30225,applecherry,1
30226,puts,1
30227,sisto,1
30228,barriquefermented,1
30229,busche,1
30230,blancsauvignon,1
30231,terroirinspired,1
30232,pencilly,1
30233,dialedin,1
30234,huidobro,1
30235,morstein,1
30236,slowsimmering,1
30237,beefcentered,1
30238,chesterkidder,1
30239,proemio,1
30240,tristan,1
30241,loïc,1
30242,smokytinged,1
30243,neonstrip,1
30244,herbaceousnes,1
30245,roys,1
30246,hazelnutscented,1
30247,pretzellike,1
30248,spicymidpalate,1
30249,clonespecific,1
30250,participation,1
30251,countenance,1
30252,helfrich,1
30253,drei,1
30254,donà,1
30255,rocker,1
30256,chevannes,1
30257,jamieson,1
30258,melnick,1
30259,francadominated,1
30260,subterranean,1
30261,sawyer,1
30262,chameleon,1
30263,extracrisp,1
30264,cellarstyle,1
30265,widegrained,1
30266,ritratti,1
30267,breezey,1
30268,polishing,1
30269,raindrenched,1
30270,reintroduce,1
30271,pelago,1
30272,prairie,1
30273,oxidate,1
30274,courage,1
30275,classicallyhuge,1
30276,cotarellas,1
30277,tiregand,1
30278,jessie,1
30279,oxblood,1
30280,stacatto,1
30281,truer,1
30282,olivetinged,1
30283,possibletoage,1
30284,galaapple,1
30285,seasaltladen,1
30286,butterpoached,1
30287,ocel,1
30288,blueberrypaste,1
30289,bellanger,1
30290,olema,1
30291,angst,1
30292,jèma,1
30293,tropicals,1
30294,pluminfused,1
30295,softerbodied,1
30296,cultures,1
30297,drydrinking,1
30298,tangerinejuice,1
30299,kogl,1
30300,raisins,1
30301,oftoverlooked,1
30302,heaty,1
30303,cheesyberry,1
30304,lagreinmerlot,1
30305,jamey,1
30306,whetstone,1
30307,deeplyfloral,1
30308,canberra,1
30309,wildfruit,1
30310,pj,1
30311,bolly,1
30312,biggerboned,1
30313,someday,1
30314,creole,1
30315,feltz,1
30316,dindarello,1
30317,beng,1
30318,lodolaio,1
30319,laspetto,1
30320,axel,1
30321,stiegelmar,1
30322,osgoods,1
30323,pam,1
30324,meatymushroomy,1
30325,unqieu,1
30326,impressioin,1
30327,chusclan,1
30328,highglass,1
30329,notshowing,1
30330,steinhauer,1
30331,bancroft,1
30332,barbour,1
30333,ventoso,1
30334,softbutspicy,1
30335,abovethefog,1
30336,giancarlo,1
30337,propiedad,1
30338,geelong,1
30339,jindalee,1
30340,incorporation,1
30341,veneroso,1
30342,lowerlevel,1
30343,simmonetfebvre,1
30344,waif,1
30345,scarecrow,1
30346,vacuumpacked,1
30347,brass,1
30348,coloredwhite,1
30349,reverberation,1
30350,developed,1
30351,ataíde,1
30352,jucie,1
30353,oftenwild,1
30354,unencumberedbynewoak,1
30355,abilio,1
30356,indecipherable,1
30357,vinum,1
30358,ferus,1
30359,valour,1
30360,nashville,1
30361,homeless,1
30362,limeedged,1
30363,rizzis,1
30364,fusil,1
30365,boullion,1
30366,mazières,1
30367,nimblebodied,1
30368,cranberryblack,1
30369,acidityit,1
30370,millennium,1
30371,cul,1
30372,feathertextured,1
30373,deceiver,1
30374,semiweedy,1
30375,cipher,1
30376,simpleatbest,1
30377,longish,1
30378,overroasted,1
30379,evaluation,1
30380,apricotwhite,1
30381,unmuddled,1
30382,alsaceburgundy,1
30383,candid,1
30384,divert,1
30385,oilydiesely,1
30386,throatburning,1
30387,smokeinflected,1
30388,torodrink,1
30389,stollers,1
30390,mediumheavy,1
30391,kayak,1
30392,kerry,1
30393,forbesmacphail,1
30394,kressman,1
30395,specify,1
30396,zeta,1
30397,zorrostyle,1
30398,dustlike,1
30399,tropicalflavored,1
30400,farmlike,1
30401,hardtodecipher,1
30402,westhofener,1
30403,steelandlime,1
30404,roblesstyle,1
30405,most,1
30406,aa,1
30407,privat,1
30408,mirgin,1
30409,claybased,1
30410,pirie,1
30411,forty,1
30412,mouthlocking,1
30413,toastyoaky,1
30414,mediumtofullsized,1
30415,crognolo,1
30416,spätlesen,1
30417,mönchhofs,1
30418,truetotheterroir,1
30419,motivational,1
30420,stretchy,1
30421,strangetasting,1
30422,massenez,1
30423,nougatymarscapone,1
30424,regionalbased,1
30425,politically,1
30426,wld,1
30427,fainter,1
30428,andvanilla,1
30429,nosulfitesadded,1
30430,carlou,1
30431,dustyplum,1
30432,losecharacter,1
30433,partyfriendly,1
30434,corkscrew,1
